system:index,EXG,EXR,ExGR,GLI1,NDVI,NGRDI,RI,VARI,lat,lon,res_m,.geo
42,287.57929515418505,197.77643171806164,89.80286343612335,0.12311819043108162,0.65510285,0.036384217,-0.036384217,0.054229321037429355,-0.9194256932963303,-48.59319748457616,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59319748457616,-0.9194256932963303]}"
43,321.5285285285285,189.36876876876872,132.15975975975982,0.1333384060958494,0.6572779,0.04572762,-0.04572762,0.06768153316592163,-0.9194256932963303,-48.59301782151933,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301782151933,-0.9194256932963303]}"
44,429.5,93.84999999999994,335.6500000000001,0.17963569278545682,0.6867126,0.107024215,-0.107024215,0.15837792829557917,-0.9194256932963303,-48.59283815846251,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59283815846251,-0.9194256932963303]}"
45,315.9747399702823,-41.18157503714713,357.1563150074295,0.2196796007117022,0.79107153,0.216992,-0.216992,0.3562369689918938,-0.9194256932963303,-48.592658495405686,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592658495405686,-0.9194256932963303]}"
46,125.26804123711341,495.5020618556699,-370.23402061855666,0.04593750901635803,0.5185067,-0.070874125,0.070874125,-0.10315755105838993,-0.9192460302395064,-48.593377147632985,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593377147632985,-0.9192460302395064]}"
47,184.25,320.24999999999994,-135.99999999999994,0.07644069512888835,0.5985991,-0.0276218,0.0276218,-0.04009020070277694,-0.9192460302395064,-48.59319748457616,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59319748457616,-0.9192460302395064]}"
48,348.65808444902166,160.36086508753857,188.2972193614831,0.14225145690145555,0.66476405,0.0631083,-0.0631083,0.09354562961759422,-0.9192460302395064,-48.59301782151933,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301782151933,-0.9192460302395064]}"
49,346.81612903225806,123.65548387096769,223.16064516129043,0.15572651016299535,0.69443613,0.08050709,-0.08050709,0.12027692295892385,-0.9192460302395064,-48.59283815846251,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59283815846251,-0.9192460302395064]}"
50,360.19242424242424,167.03333333333325,193.15909090909096,0.14421935037060565,0.67264855,0.06256517,-0.06256517,0.09330510516950452,-0.9190663671826824,-48.59301782151933,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301782151933,-0.9190663671826824]}"
51,415.90000000000003,51.17999999999994,364.7200000000001,0.20392334814084048,0.727635,0.1430521,-0.1430521,0.21215884122899445,-0.9190663671826824,-48.59283815846251,20,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59283815846251,-0.9190663671826824]}"
