system:index,EXG,EXR,ExGR,GLI1,NGRDI,RI,VARI,b1,b2,b3,lat,lon,res_m,.geo
125,28.887674,16.155117,12.732556,0.04938466,0.13223907,-0.13223907,0.33756822,174.2262,166.95251,130.79117,-0.9196959533813985,-48.59276077463475,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59276077463475,-0.9196959533813985]}"
126,22.06641,22.12216,-0.055749133,0.037359495,0.11507979,-0.11507979,0.29025793,178.81339,168.52994,136.18007,-0.9196959106844668,-48.59269791524747,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59269791524747,-0.9196959106844668]}"
127,26.09457,15.873267,10.221303,0.055707533,0.12692007,-0.12692007,0.30745164,152.65523,147.84612,116.94241,-0.9196958679864229,-48.59263505586311,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59263505586311,-0.9196958679864229]}"
128,23.557642,6.234302,17.32334,0.10361582,0.111291476,-0.111291476,0.21782151,63.252533,70.98253,55.154877,-0.9196958252872668,-48.59257219648168,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59257219648168,-0.9196958252872668]}"
129,50.360374,11.280321,39.080055,0.09283066,0.1524276,-0.1524276,0.32782915,156.20604,166.92961,127.292816,-0.919759569708039,-48.59326360742934,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59326360742934,-0.919759569708039]}"
130,66.34367,-9.662591,76.00626,0.12723783,0.21188448,-0.21188448,0.46150506,144.42395,158.56227,106.35692,-0.9197595270170682,-48.59320074801761,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59320074801761,-0.9197595270170682]}"
131,66.1705,-12.9620905,79.1326,0.12118988,0.21706949,-0.21706949,0.49543783,148.3302,159.63272,104.76474,-0.9197594843249852,-48.593137888608794,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.593137888608794,-0.9197594843249852]}"
132,66.881516,-12.287568,79.16908,0.122673646,0.21749143,-0.21749143,0.49433988,150.63512,162.35318,107.18972,-0.9197594416317897,-48.5930750292029,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.5930750292029,-0.9197594416317897]}"
133,61.879417,-10.978253,72.85767,0.11797521,0.22456698,-0.22456698,0.5401145,154.5053,162.2002,108.01567,-0.9197593989374818,-48.59301216979993,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301216979993,-0.9197593989374818]}"
134,59.7018,-9.917872,69.619675,0.106374696,0.21538654,-0.21538654,0.5363263,164.4841,168.85687,113.52786,-0.9197593562420617,-48.59294931039986,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59294931039986,-0.9197593562420617]}"
135,38.43792,7.949908,30.488012,0.07135559,0.16118254,-0.16118254,0.40079615,164.61424,162.34607,121.639984,-0.9197593135455292,-48.59288645100272,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59288645100272,-0.9197593135455292]}"
136,38.6188,9.674327,28.944475,0.06961042,0.15084058,-0.15084058,0.36258483,162.12723,161.51042,122.27482,-0.9197592708478842,-48.59282359160851,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59282359160851,-0.9197592708478842]}"
137,37.069508,12.168389,24.901117,0.063759096,0.14352174,-0.14352174,0.34783348,168.93684,166.98738,127.96841,-0.919759228149127,-48.5927607322172,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.5927607322172,-0.919759228149127]}"
138,35.126347,13.501818,21.62453,0.05996073,0.13861611,-0.13861611,0.33504558,170.44438,167.38936,129.20798,-0.9197591854492573,-48.59269787282882,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59269787282882,-0.9197591854492573]}"
139,26.043509,18.630707,7.412801,0.057414003,0.12584996,-0.12584996,0.29417893,150.93234,147.99828,119.020706,-0.9197591427482753,-48.59263501344336,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59263501344336,-0.9197591427482753]}"
140,32.099293,10.719566,21.379725,0.07785017,0.14083174,-0.14083174,0.31905416,137.08089,137.5399,105.89962,-0.919759100046181,-48.59257215406082,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59257215406082,-0.919759100046181]}"
141,51.897354,-5.166565,57.06392,0.15023625,0.19071361,-0.19071361,0.38444072,99.580956,114.94615,78.41399,-0.9197590573429743,-48.5925092946812,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.5925092946812,-0.9197590573429743]}"
142,31.762657,30.476276,1.2863793,0.055814203,0.096161306,-0.096161306,0.20211351,166.01018,170.75458,143.73633,-0.9198228444992447,-48.59326356501772,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59326356501772,-0.9198228444992447]}"
143,59.287735,0.52220404,58.765533,0.10428517,0.17642339,-0.17642339,0.38465005,155.83992,167.61163,120.0956,-0.9198228018053367,-48.59320070560488,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59320070560488,-0.9198228018053367]}"
144,71.72644,-14.158525,85.884964,0.12767905,0.22062962,-0.22062962,0.4936317,152.2217,166.31602,108.68393,-0.9198227591103161,-48.59313784619496,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59313784619496,-0.9198227591103161]}"
145,65.99896,-12.981548,78.980515,0.12450868,0.21988885,-0.21988885,0.4996354,144.71252,156.67474,102.63799,-0.9198227164141831,-48.59307498678796,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59307498678796,-0.9198227164141831]}"
146,59.616238,-9.08223,68.69847,0.11436854,0.21801426,-0.21801426,0.5249791,152.75618,160.13286,107.89331,-0.9198226737169377,-48.59301212738387,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59301212738387,-0.9198226737169377]}"
147,52.318935,-4.2768507,56.595787,0.10377926,0.20370632,-0.20370632,0.4959769,150.57756,155.43236,107.96822,-0.9198226310185798,-48.59294926798271,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59294926798271,-0.9198226310185798]}"
148,50.297955,0.71916926,49.578785,0.0984119,0.18246478,-0.18246478,0.4207466,149.14565,155.52234,111.60108,-0.9198225883191096,-48.59288640858447,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59288640858447,-0.9198225883191096]}"
149,37.186344,12.540357,24.645988,0.06928997,0.13915347,-0.13915347,0.32017022,154.36296,155.94965,120.350006,-0.9198225456185267,-48.59282354918914,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59282354918914,-0.9198225456185267]}"
150,32.51247,19.226583,13.285889,0.05571453,0.11957486,-0.11957486,0.27568838,164.55844,163.95882,130.84671,-0.9198225029168315,-48.592760689796734,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592760689796734,-0.9198225029168315]}"
151,24.122248,28.33735,-4.215102,0.04000611,0.096554466,-0.096554466,0.22235306,172.64636,168.78523,140.80185,-0.9198224602140237,-48.59269783040725,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59269783040725,-0.9198224602140237]}"
152,24.44774,25.099483,-0.65174377,0.04428334,0.1058786,-0.1058786,0.2458801,167.64713,163.35127,134.60768,-0.9198224175101037,-48.592634971020686,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592634971020686,-0.9198224175101037]}"
153,24.414196,24.134073,0.28012455,0.04253287,0.10450212,-0.10450212,0.24274951,165.98051,161.49258,132.59047,-0.9198223748050711,-48.59257211163703,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59257211163703,-0.9198223748050711]}"
154,33.779156,14.865231,18.913927,0.07670207,0.12539674,-0.12539674,0.27463886,138.98445,142.63016,112.496704,-0.9198223320989262,-48.592509252256306,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.592509252256306,-0.9198223320989262]}"
155,67.822716,-7.2382216,75.060936,0.15266165,0.22290619,-0.22290619,0.4459333,134.0051,152.95596,104.0841,-0.9198860765935805,-48.59320066318923,7,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.59320066318923,-0.9198860765935805]}"
